dH	delta_dH
-229.98997489732048	-3.7100251026795092
-239.9900031807658	6.290003180765808
-224.99000208894117	-8.70999791105882
-234.99001494312162	1.2900149431216335
-233.7400017450784	0.040001745078399153
-223.7399967462254	-9.960003253774602
-238.73996803187785	5.039968031877862
-228.74001771713867	-4.9599822828613185
-231.24002852594478	-2.4599714740552088
-241.24000943341727	7.540009433417282
-226.24001423101092	-7.459985768989071
-236.24000297799486	2.540002977994874
-232.4700010827507	-1.2299989172492758
-242.46999696127997	8.769996961279986
-227.46999718115214	-6.230002818847851
-237.4700200712675	3.77002007126751
-234.9700072326402	1.2700072326402108
-224.97002851862746	-8.72997148137253
-239.97000823035953	6.270008230359537
-229.96998120433884	-3.7300187956611524
-228.71998954264447	-4.980010457355519
-238.72002873187805	5.020028731878057
-223.72000103150887	-9.979998968491117
-233.72001308054078	0.020013080540792316
-236.22000090728736	2.5200009072873684
-226.22000073793353	-7.479999262066457
-241.22000439462747	7.5200043946274775
-231.2199751739033	-2.4800248260966953
-226.84000156747362	-6.859998432526368
-236.84001224995137	3.1400122499513827
-231.84000292046022	-1.8599970795397667
-241.8399712828836	8.139971282883607
-239.3399859676809	5.6399859676809
-229.34002907936866	-4.359970920631326
-234.34000005588842	0.6400000558884358
-224.34001692530347	-9.359983074696515
-225.5900031700383	-8.109996829961688
-235.58999992984337	1.889999929843384
-230.59000363876095	-3.109996361239041
-240.5899672345002	6.8899672345002045
-243.0900189175698	9.390018917569819
-233.08997797805006	-0.6100220219499306
-238.08999839146537	4.389998391465383
-228.09003196456416	-5.609968035435827
-240.280000165468	6.580000165468022
-230.279986472596	-3.420013527403995
-235.27999205598215	1.57999205598216
-225.28000866080154	-8.419991339198447
-227.78001352780055	-5.91998647219944
-237.78001719845204	4.080017198452055
-232.78002447827683	-0.9199755217231598
-242.7799907426045	9.079990742604508
-241.53000213818748	7.830002138187496
-231.52997472454197	-2.1700252754580163
-236.53001408873504	2.830014088735055
-226.53001022861397	-7.169989771386014
-224.0299788193236	-9.6700211806764
-234.03002320266503	0.33002320266504626
-229.03002041301923	-4.669979586980759
-239.0299983988455	5.329998398845504
-234.65998197022796	0.9599819702279717
-224.66000850746437	-9.03999149253562
-239.66001380945832	5.9600138094583315
-229.65999596156271	-4.040004038437274
-232.1599820422563	-1.5400179577436859
-242.1600269882439	8.460026988243925
-227.15998471921571	-6.540015280784274
-237.15999532583024	3.459995325830249
-238.40997004074794	4.7099700407479475
-228.41000251422238	-5.289997485777604
-243.4100152560715	9.7100152560715
-233.41000935373827	-0.2899906462617139
-230.90999862065124	-2.7900013793487517
-240.90998099722688	7.209980997226893
-225.90999758584636	-7.7900024141536335
-235.90997199894824	2.209971998948248
-237.30996744755117	3.6099674475511847
-227.31002498293543	-6.3899750170645575
-242.3100103610746	8.610010361074615
-232.31002418377335	-1.389975816226638
-229.80999995862118	-3.890000041378812
-239.80999225565262	6.109992255652628
-224.8100204166463	-8.889979583353693
-234.81001068273014	1.1100106827301488
-236.06000085951774	2.360000859517754
-226.06002611607238	-7.63997388392761
-241.0600135766968	7.360013576696815
-231.06002217483416	-2.639977825165829
-233.55997981005436	-0.1400201899456306
-243.55999132753146	9.859991327531475
-228.55998019424356	-5.140019805756424
-238.55997240323865	4.8599724032386575
-242.93999332644802	9.23999332644803
-232.93999697515886	-0.7600030248411258
-237.93999835214362	4.23999835214363
-227.93999540543285	-5.760004594567135
-225.44002600048537	-8.259973999514614
-235.43999709785697	1.7399970978569854
-230.43998674904418	-3.260013250955808
-240.44003147045208	6.740031470452095
-239.19000587755312	5.490005877553131
-229.19001439925472	-4.509985600745267
-234.18998559296364	0.48998559296364874
-224.1899874428977	-9.5100125571023
-226.69001275249815	-7.00998724750184
-236.69000308639392	2.9900030863939264
-231.69002026092988	-2.009979739070104
-241.69002051556657	7.990020515566584
-224.49996910721984	-9.200030892780148
-234.5000004827525	0.8000004827525231
-229.49993930810888	-4.20006069189111
-239.50001836981392	5.800018369813927
-241.99998051398507	8.299980513985076
-232.00000938853555	-1.6999906114644432
-236.99999279055555	3.2999927905555637
-227.00000927749898	-6.699990722501013
-228.2500242496062	-5.449975750393776
-238.2499972892474	4.549997289247415
-233.2499859722211	-0.45001402777887733
-243.2500165196907	9.5500165196907
-240.7499704580223	7.049970458022301
-230.7499989933831	-2.950001006616901
-235.7500087649969	2.050008764996903
-225.75000064111464	-7.94999935888535
-230.1299984054948	-3.570001594505186
-240.13003276378993	6.430032763789939
