dH	delta_dH
-241.05998634007352	0.659986340071697
-231.05983400626934	-9.340165993732484
-236.0607755084964	-4.339224491505433
-246.0606251758241	5.660625175822275
-249.80979436599006	9.409794365988233
-239.81061487128642	-0.5893851287154064
-234.81146206387035	-5.588537936131473
-244.81074982644583	4.410749826444004
-232.31061382447348	-8.089386175528347
-242.30776887198823	1.9077688719864057
-247.30823357679634	6.908233576794515
-237.3104008387641	-3.0895991612377145
-248.3091420988008	7.909142098798981
-238.31085129295622	-2.0891487070456094
-233.3092822889035	-7.0907177110983355
-243.3111174741594	2.911117474157578
-230.81100696842628	-9.58899303157554
-240.8104303774267	0.41043037742488764
-245.81230810914946	5.412308109147631
-235.8101071019069	-4.5898928980949165
-239.5616061087008	-0.838393891301024
-249.55731034648812	9.157310346486298
-244.56015411391633	4.160154113914501
-234.5600620163405	-5.839937983661315
-242.05804962739018	1.6580496273883512
-232.0605233406937	-8.339476659308133
-237.06007990034647	-3.339920099655359
-247.05939746980272	6.6593974698008935
-243.94210216140522	3.542102161403392
-233.93935510804062	-6.460644891961209
-238.9422537572222	-1.4577462427796206
-248.93980690457443	8.5398069045726
-236.4388341324606	-3.9611658675412116
-246.43969439167762	6.039694391675795
-241.4400627124864	1.0400627124845698
-231.4411589966889	-8.958841003312926
-235.18925036382956	-5.210749636172267
-245.1894670193464	4.789467019344585
-250.19030106661143	9.7903010666096
-240.189703446505	-0.21029655349681775
-247.68867120261478	7.28867120261296
-237.68972052976045	-2.7102794702413746
-232.69047681064643	-7.709523189355394
-242.69058418272783	2.2905841827260076
-236.75044361408254	-3.6495563859192828
-246.75027893573179	6.3502789357299605
-241.75115717127483	1.3511571712730017
-231.75140729486884	-8.648592705132984
-244.2481428479541	3.848142847952289
-234.24791891312634	-6.152081086875484
-239.24796034892825	-1.1520396510735793
-249.2501100219033	8.850110021901486
-245.50004777689537	5.100047776893547
-235.50147561058475	-4.8985243894170765
-230.49807635547222	-9.901923644529603
-240.4993299044072	0.09932990440537992
-233.0008290962578	-7.399170903744022
-242.99966852582293	2.5996685258211016
-247.99852483377254	7.5985248337707105
-237.99858608963768	-2.401413910364141
-232.37156519692246	-8.028434803079364
-242.37114777727504	1.9711477772732167
-247.37030175269422	6.970301752692393
-237.3698815109667	-3.030118489035118
-249.87027012414376	9.470270124141933
-239.86991308066092	-0.5300869193409028
-234.87149043791317	-5.528509562088658
-244.86791513782475	4.467915137822928
-241.12039286045194	0.7203928604501186
-231.12086960492172	-9.279130395080102
-236.11942323621145	-4.280576763790378
-246.12049111762565	5.720491117623823
-238.62114206542458	-1.7788579345772462
-248.62143717563333	8.221437175631507
-243.61930122973456	3.2193012297327357
-233.62016552048146	-6.7798344795203604
-246.89909635547738	6.499096355475558
-236.90176980119796	-3.498230198803867
-231.89917492591158	-8.500825074090244
-241.90051031644762	1.5005103164457978
-234.39944491065617	-6.000555089345653
-244.39966599984146	3.9996659998396353
-249.39931117861343	8.999311178611606
-239.3983448594187	-1.001655140583125
-235.64858644432266	-4.751413555679164
-245.65036342773797	5.250363427736147
-240.64972579247697	0.2497257924751466
-230.65051492550847	-9.74948507449335
-243.14980349085673	2.7498034908549016
-233.15087946608256	-7.2491205339192675
