dH	delta_dH
-230.71969738662432	-1.2100199933765623
-240.71972057258193	8.790003192581054
-235.71968895343383	3.7899715734329504
-225.7197296794888	-6.209987700512073
-224.46971963243817	-7.45999774756271
-234.4696949393262	2.539977559325308
-239.46972142858743	7.540004048586553
-229.469705484063	-2.4600118959378676
-226.96971172281468	-4.960005657186201
-236.9696857138892	5.039968333888311
-231.96971968891143	0.04000230891054457
-221.96971686090495	-9.960000519095928
-221.9897165916545	-9.940000788346367
-231.98971488357253	0.05999750357165112
-236.9897141079227	5.059996727921828
-226.98972978579783	-4.939987594203046
-229.48969992928275	-2.4400174507181305
-239.4897117348073	7.559994354806406
-234.4897024088759	2.559985028875019
-224.48969159362693	-7.440025786373951
-225.73974734583405	-6.189970034166834
-235.73968500369662	3.8099676236957407
-240.73971626671843	8.809998886717551
-230.7397079777579	-1.1900094022429926
-228.2397166255723	-3.6900007544285813
-238.2397149873095	6.309997607308617
-233.23971805041307	1.3100006704121938
-223.23970580763077	-8.69001157237011
-223.8597142215086	-8.070003158492284
-233.8597267374299	1.9300093574290145
-238.85969554817538	6.9299781681745
-228.85972127187742	-3.069996108123462
-231.35973400506563	-0.5699833749352479
-241.35970600183836	9.42998862183748
-236.35971904647894	4.430001666478063
-226.35968980636798	-5.570027573632899
-225.10971986494323	-6.819997515057651
-235.10972019333903	3.180002813338149
-240.10973159433533	8.180014214334449
-230.10971108029307	-1.8200062997078135
-227.60968664129004	-4.320030738710841
-237.60969796463368	5.679980584632801
-232.6097199810175	0.6800026010166107
-222.60970150592593	-9.320015874074954
-222.92971777371204	-8.999999606288839
-232.92970455554374	0.9999871755428558
-237.92972146264802	6.000004082647138
-227.92972289431637	-3.9999944856845104
-230.42973839112292	-1.499978988877956
-240.42971425057877	8.499996870577888
-235.42973378450134	3.5000164045004567
-225.42973348215347	-6.4999838978474145
-226.6797202481088	-5.249997131892087
-236.679719134036	4.750001754035111
-241.6797446638724	9.750027283871532
-231.6797216342442	-0.24999574575667793
-229.17970876530163	-2.7500086146992544
-239.17969858461075	7.249981204609867
-234.17971104062454	2.249993660623659
-224.17972194062023	-7.749995439380655
-223.54972189417052	-8.379995485830364
-233.54970973641278	1.619992356411899
-238.54971795121267	6.62000057121179
-228.5496894114995	-3.3800279685013948
-231.04973801964982	-0.879979360351058
-241.0497498378859	9.120032457885031
-236.0497217754851	4.120004395484216
-226.04971475193045	-5.880002628070429
-224.7996915656818	-7.130025814319083
-234.79971699083947	2.8699996108385903
-239.79974752686533	7.870030146864451
-229.79974620354508	-2.129971176455797
-227.2997191020145	-4.629998277986374
-237.29975001898086	5.370032638979978
-232.29969711472543	0.36997973472455215
-222.29973853320328	-9.629978846797599
-222.45969832648524	-9.470019053515642
-232.4597467798955	0.5300293998946302
-237.4597416626254	5.53002428262451
-227.45974156654455	-4.46997581345633
-229.95971940528096	-1.9699979747199166
-239.95970316882693	8.029985788826053
-234.9597116335205	3.029994253519618
-224.95970729649065	-6.970010083510232
-226.2097156448669	-5.720001735133991
-236.20969660519273	4.279979225191852
-241.20972148795744	9.280004107956557
-231.20970809149702	-0.72000928850386
-228.70968518643866	-3.2200321935622185
-238.7096947430761	6.779977363075233
-233.70973817787007	1.7800207978691844
-223.70969527238748	-8.220022107613403
-224.32970731500683	-7.600010064994052
-234.32971604065898	2.399998660658099
-239.32971986100785	7.400002481006965
-229.32972760189006	-2.5999897781108245
-231.82970462229497	-0.10001275770591178
-241.8296974166122	9.89998003661131
-236.82968591824687	4.899968538245986
-226.82969529880285	-5.100022081198034
-225.5797294962402	-6.34998788376069
-235.5796892681654	3.649971888164515
-240.5796992954609	8.649981915460017
-230.5797145905497	-1.3500027894511675
-228.07970619017652	-3.8500111898243574
-238.07970966293652	6.149992282935642
-233.07968770905865	1.1499703290577656
-223.07972686824797	-8.849990511752907
-222.769711498295	-9.160005881705871
-232.76971677175084	0.8399993917499557
-237.7700148103561	5.840297430355207
-227.7697470964797	-4.159970283521176
-230.2696866929457	-1.6600306870551833
-240.26972134416997	8.340003964169085
-235.2697019507416	3.339984570740711
