dH	delta_dH
-303.7400094991192	-4.959990500880792
-313.73992320260845	5.039923202608463
-298.7399951231255	-9.960004876874507
-308.7400980423356	0.04009804233561454
-299.9900099198792	-8.709990080120804
-309.9899409063562	1.2899409063562075
-304.98987061314097	-3.7101293868590233
-314.9898392553098	6.289839255309801
-312.48996891651245	3.789968916512464
-302.4901292138768	-6.20987078612319
-317.4899599723942	8.789959972394229
-307.4900948993511	-1.2099051006488821
-307.20004829389217	-1.4999517061078222
-317.1999324072851	8.499932407285087
-302.20002728534126	-6.499972714658725
-312.19993664854263	3.4999366485426435
-314.7000450501134	6.0000450501133855
-304.70001473441306	-3.999985265586929
-309.699791418908	0.9997914189079893
-299.6998789667734	-9.000121033226606
-310.9500725191712	2.2500725191712263
-300.95013613138343	-7.749863868616558
-315.9499697893627	7.249969789362694
-305.94995285778117	-2.7500471422188184
-303.45013224149096	-5.249867758509026
-313.45014456507323	4.750144565073242
-308.4499962822185	-0.2500037177815102
-318.44984383649097	9.749843836490982
-312.8198638199804	4.119863819980424
-302.8199889634528	-5.8800110365472165
-317.81976411741954	9.11976411741955
-307.82012456837333	-0.8798754316266582
-300.32020031014355	-8.37979968985644
-310.3200135832852	1.6200135832851856
-305.31992340427433	-3.3800765957256544
-315.31999530422064	6.619995304220652
-304.0700820617997	-4.629917938200265
-314.0700745472007	5.370074547200716
-299.0701057222398	-9.629894277760172
-309.0700640598082	0.37006405980821455
-316.57011898440425	7.870118984404257
-306.57011334619557	-2.1298866538044194
-311.5698430963442	2.869843096344198
-301.5699428696283	-7.130057130371711
-313.75994940954274	5.059949409542753
-303.7597411404761	-4.940258859523908
-308.7598986472128	0.05989864721283311
-298.75984533332826	-9.94015466667173
-306.26019224670995	-2.43980775329004
-316.2601691398611	7.560169139861102
-301.260118159076	-7.439881840923988
-311.2599344220687	2.559934422068693
-302.5099787707002	-6.190021229299816
-312.5098743736796	3.8098743736796337
-307.51020994184523	-1.189790058154756
-317.510130991968	8.810130991968038
-310.01010917015606	1.3101091701560676
-300.0101117702777	-8.689888229722271
-315.0100260325796	6.3100260325796285
-305.0101519137295	-3.6898480862705014
-300.6299812434762	-8.07001875652378
-310.62982025866484	1.9298202586648472
-305.62994511251134	-3.070054887488652
-315.6301244297871	6.930124429787099
-313.13005528690417	4.430055286904178
-303.1299619715163	-5.57003802848368
-318.1300007300259	9.430000730025938
-308.1300589686315	-0.5699410313685007
-316.87991309463257	8.179913094632582
-306.8797231483262	-1.820276851673782
-311.8801520420337	3.1801520420337397
-301.8799653176201	-6.820034682379912
-304.3798212704995	-4.320178729500469
-314.37993256278867	5.679932562788679
-299.3799624570646	-9.320037542935381
-309.3799112091191	0.6799112091190977
-316.0999442349981	7.399944234998088
-306.0998220613415	-2.600177938658476
-311.0999970951612	2.3999970951612113
-301.10001597701336	-7.599984022986632
-308.5999573510431	-0.10004264895690085
-318.6001389732242	9.900138973224216
-303.5999921027629	-5.100007897237106
-313.6000852049677	4.900085204967695
-302.35019118948213	-6.349808810517857
-312.349980770729	3.64998077072903
-307.3500157215181	-1.3499842784818838
-317.35019796485136	8.650197964851372
-309.8499170034516	1.1499170034516055
-299.8498699660791	-8.850130033920891
-314.8499644393774	6.149964439377413
-304.8499676082661	-3.850032391733862
-299.22993207980875	-9.47006792019124
-309.229980420147	0.5299804201470124
-304.22982023176786	-4.4701797682321285
-314.2300254456208	5.530025445620822
-311.7300200903741	3.030020090374137
-301.7298777854816	-6.970122214518369
-316.7299458640254	8.029945864025422
-306.72989570784233	-1.9701042921576573
-317.9802406627618	9.280240662761798
-307.9797672779718	-0.7202327220281859
-312.97998323337055	4.279983233370558
-302.97982675349743	-5.720173246502554
-305.4801163803208	-3.2198836196791945
-315.48011485778846	6.780114857788476
-300.4801317412425	-8.219868258757515
-310.4800321476909	1.7800321476909176
-307.6599920316577	-1.0400079683423087
-317.66006434360327	8.960064343603278
-302.66012236832114	-6.0398776316788485
-312.65994937507287	3.959949375072881
-315.1599807126696	6.459980712669619
-305.1601154019173	-3.539884598082665
-310.16003571976773	1.4600357197677454
-300.1597713655648	-8.54022863443521
-308.91010044173174	0.21010044173175402
-298.90981235576703	-9.790187644232958
-313.9100248385495	5.2100248385494865
-303.90996878339513	-4.790031216604859
-301.4099607034806	-7.29003929651941
-311.410101168991	2.7101011689910024
-306.4100050314065	-2.2899949685934757
-316.4098900497012	7.709890049701187
-312.04010279743306	3.340102797433076
-302.040168617611	-6.6598313823889725
-317.03981003099125	8.33981003099126
-307.04011364593316	-1.6598863540668276
-299.54010670828484	-9.15989329171515
-309.5400462752359	0.8400462752359203
-304.5400015928526	-4.159998407147384
-314.5399479552643	5.839947955264336
-305.78998907093865	-2.910010929061343
-315.78994229992986	7.089942299929874
-300.79016526451505	-7.909834735484935
-310.790073976209	2.0900739762089984
-318.28982270892357	9.589822708923577
-308.28989123426527	-0.4101087657347193
-313.2899563116289	4.589956311628896
-303.2900075038833	-5.409992496116672
-300.0899676238876	-8.610032376112372
-310.0898585142966	1.389858514296634
-305.0900392896613	-3.609960710338669
-315.09007958765125	6.3900795876512575
-312.5901003333236	3.8901003333236304
-302.5902099021767	-6.109790097823293
-317.5902490398765	8.890249039876494
-307.5899062571878	-1.1100937428121824
-316.33995534580737	7.63995534580738
-306.34000275537966	-2.359997244620331
-311.3399269575273	2.6399269575273365
-301.3400348372414	-7.359965162758613
-303.8399856619415	-4.860014338058477
-313.8399429233394	5.13994292333939
-298.83988997150647	-9.860110028493523
-308.83998269933346	0.13998269933347274
-314.4597800000619	5.759780000061937
-304.45999517139984	-4.240004828600149
-309.4597538750449	0.7597538750449075
-299.45989975549395	-9.240100244506039
-306.95985023596944	-1.7401497640305479
-316.9599007922906	8.259900792290637
-301.96018116160207	-6.739818838397923
-311.9600273384321	3.26002733843211
-303.2099932314822	-5.490006768517787
-313.20992372029735	4.509923720297365
-308.21000951219406	-0.489990487805926
-318.2102450910597	9.510245091059687
-310.7101000891061	2.0101000891061176
-300.71007324312603	-7.989926756873956
-315.70995143264093	7.009951432640946
-305.7099770959912	-2.9900229040088107
-313.51996442013615	4.819964420136159
-303.5198892264484	-5.180110773551576
-318.5200944966232	9.820094496623199
-308.5199896858462	-0.1800103141537761
-301.01980189617007	-7.680198103829923
-311.01986237184383	2.31986237184384
