dH	delta_dH
-245.12001342506585	-9.179986574934162
-255.11999989146364	0.819999891463624
-260.11999148950656	5.819991489506549
-250.12001942129893	-4.179980578701077
-248.87000873633053	-5.4299912636694785
-258.8700018617184	4.570001861718367
-263.8699803730934	9.569980373093415
-253.87000350300252	-0.42999649699748943
-246.37000288520096	-7.9299971147990505
-256.3699962555412	2.0699962555411844
-261.37000795483175	7.070007954831738
-251.36999680988913	-2.930003190110881
-258.6600010481272	4.360001048127174
-248.6600015871756	-5.639998412824411
-253.65999827484865	-0.6400017251513646
-263.6599944967567	9.359994496756713
-256.1599898348424	1.8599898348423949
-246.15998929064466	-8.140010709355352
-251.159980217508	-3.140019782492004
-261.16003177957845	6.860031779578435
-257.40997408808124	3.1099740880812305
-247.40998110055278	-6.890018899447227
-252.4099967629101	-1.8900032370898998
-262.40998770695404	8.10998770695403
-254.90999954773287	0.6099995477328548
-244.91000197110515	-9.389998028894865
-249.91000874028776	-4.389991259712247
-259.9100080661353	5.610008066135265
-249.28000132459536	-5.019998675404651
-259.2800016824088	4.980001682408783
-264.27997861985324	9.979978619853227
-254.28001378487195	-0.019986215128056983
-246.78002381342165	-7.519976186578361
-256.7800062763102	2.480006276310178
-261.77999958165157	7.479999581651555
-251.7799727530958	-2.5200272469042204
-248.0299994430591	-6.270000556940914
-258.0300001464578	3.730000146457769
-263.0299974059429	8.729997405942868
-253.02999551040674	-1.2700044895932763
-245.53000227530836	-8.769997724691649
-255.52997699918458	1.2299769991845722
-260.5299982140917	6.229998214091665
-250.52998466319812	-3.7700153368018903
-263.33999959192795	9.039999591927938
-253.34002344313225	-0.9599765568677583
-248.33998622382555	-5.960013776174463
-258.34002790108195	4.040027901081942
-260.83999190809743	6.53999190809742
-250.8399873017414	-3.4600126982586232
-245.84002589524502	-8.459974104754991
-255.8400314943718	1.5400314943717888
-262.0899982819245	7.789998281924511
-252.08998776158464	-2.2100122384153735
-247.0899900328694	-7.210009967130617
-257.0900111850823	2.790011185082278
-259.58998456381585	5.289984563815835
-249.58999433892663	-4.710005661073382
-244.59000856538827	-9.709991434611737
-254.59000614998135	0.29000614998133756
-253.9700290976095	-0.32997090239049953
-263.97002195183336	9.670021951833348
-258.9700089164314	4.670008916431414
-248.9699783362798	-5.330021663720203
-251.47000848149648	-2.829991518503533
-261.46998149277965	7.169981492779641
-256.47001216388776	2.1700121638877476
-246.46999030430626	-7.830009695693747
-252.71997184210588	-1.5800281578941338
-262.7200000417804	8.420000041780384
-257.7199819515124	3.4199819515123977
-247.71997898525544	-6.580021014744574
-250.22000178538175	-4.079998214618257
-260.22000591333995	5.920005913339935
-255.2199954828727	0.9199954828726788
-245.22001965003867	-9.079980349961346
-260.6900274429549	6.3900274429548745
-250.68997557207462	-3.6100244279253957
-245.68999815324008	-8.610001846759928
-255.6899824735023	1.3899824735023003
-263.18999869191197	8.889998691911956
-253.19002726772618	-1.1099727322738318
-248.189978936954	-6.11002106304602
-258.18997102205543	3.88997102205542
-259.4399995935673	5.139999593567268
-249.43999186118	-4.860008138820007
-244.44002936879173	-9.859970631208284
-254.4399951674108	0.13999516741080242
-261.94003016881055	7.64003016881054
-251.9400181310461	-2.3599818689539234
-246.93998648782002	-7.3600135121799894
-256.9399753166485	2.6399753166484743
-251.3100203268828	-2.9899796731172046
-261.31001643210635	7.01001643210634
-256.31000014208536	2.010000142085346
-246.30997973531208	-7.990020264687928
-253.80996758026828	-0.49003241973173317
-263.8100068915506	9.510006891550574
-258.80998598810567	4.5099859881056545
-248.80997798879122	-5.490022011208794
-250.0599771161547	-4.240022883845313
-260.06000900737723	5.760009007377221
-255.06000703559636	0.7600070355963453
-245.0600294208512	-9.239970579148803
-252.5600067737201	-1.7399932262799211
-262.56000870587974	8.260008705879727
-257.5600303960296	3.260030396029606
-247.5600305033973	-6.7399694966027255
-255.99998761990173	1.6999876199017194
-245.99999835243943	-8.300001647560578
-250.99997262215766	-3.300027377842355
-260.9999838693111	6.699983869311097
-258.49997835183603	4.199978351836023
-248.49997587263715	-5.80002412736286
-253.49997678079308	-0.8000232192069348
-263.5000313588207	9.200031358820695
-254.7499874810528	0.4499874810528013
-244.75000103748243	-9.549998962517577
-249.75002982784827	-4.549970172151745
